Family_AC,Family_ID,Description
RF01803,GABA3,Editing element of GABA-3 exon 9
RF01804,Lambda_thermo,Lambda phage CIII thermoregulator element
RF01808,MicX,MicX Vibrio cholerae sRNA
RF01809,symR,SymR antitoxin
RF01810,pntA,pntA sRNA
RF01811,PtaRNA1,Plasmid transferred anti-sense RNA
RF01812,Pxr,Pxr regulatory sRNA
RF01813,rdlD,rdlD antitoxin
RF01814,rhtB,rhtB sRNA
RF01815,rpsB,rpsB sRNA
RF01816,RsaA,RNA Staph. aureus A
RF01817,RsaB,RNA Staph. aureus A
RF01818,RsaC,RNA Staph. aureus C
RF01819,RsaD,RNA Staph. aureus D
RF01820,RsaE,RNA Staph. aureus E (RoxS)
RF01821,RsaH,RNA Staph. aureus H
RF01822,RsaJ,RNA Staph. aureus A
RF01823,rspL,rpsL sRNA
RF01824,RUF20,RNA of unknown function 20
RF01825,RUF21,RNA of unknown function 21
RF01827,SAR11_0636,SAR11_0636 sRNA
RF01828,SprD,Small pathogenicity island RNA D
RF01829,sR6,sR6 snoRNA
RF01830,StyR-44,Salmonella enterica Typhi npcRNA 44
RF01832,ROSE_2,Repression of heat shock gene expression (ROSE) element
RF01833,astro_FSE,ribosomal frameshift site
RF01834,fiv_FSE,ribosomal frameshift site
RF01835,HIV_FS2,ribosomal frameshift site
RF01836,weev_FSE,ribosomal frameshift site
RF01837,toga_FSE,togavirus ribosomal frameshift element
RF01838,sobemo_FSE,sobemovirus ribosomal frameshift elemental
RF01839,eeev_FSE,eastern equine encephalitis ribosomal frameshift element
RF01840,ovine_lenti_FSE,ribosomal frameshift element
RF01841,veev_FSE,venezuelan equine encephalitis virus ribosomal frameshift element
RF01842,mycoplasma_FSE,mycoplasma ribosomal frameshift element
RF01843,neisseria_FSE,neiserria ribosomal frameshift element
RF01844,SmY,SmY spliceosomal RNA
RF01845,enod40,Early nodulin 40
RF01847,Plant_U3,Plant small nucleolar RNA U3
RF01848,ACEA_U3,ACEA small nucleolar RNA U3
RF01849,alpha_tmRNA,Alphaproteobacteria transfer-messenger RNA
RF01850,beta_tmRNA,Betaproteobacteria transfer-messenger RNA
RF01851,cyano_tmRNA,Cyanobacteria transfer-messenger RNA
RF01853,mtDNA_ssA,Mitochondrial DNA control region secondary structure A
RF01855,Plant_SRP,Plant signal recognition particle RNA
RF01856,Protozoa_SRP,Protozoan signal recognition particle RNA
RF01858,RsaF,RNA Staph. aureus F
RF01859,Phe_leader,Phenylalanine leader peptide
RF01860,Afu_455,A. fumigatus snoRNA Afu_455
RF01861,TB9Cs1H1,Trypanosomatid snoRNA TB9Cs1H1
RF01862,TB10Cs4H2,Trypanosomatid snoRNA TB10Cs4H2
RF01863,TB10Cs2H2,Trypanosomatid snoRNA TB10Cs2H2
RF01864,plasmodium_snoR21,small nucleolar RNA snoR21
RF01865,Vg1_ribozyme,Manganese dependent ribozyme in Vg1 mRNA
RF01866,ceN33,C. elegans snoRNA ceN33
RF01867,CC2171,caulobacter sRNA CC2171
RF01871,MALAT1,Metastasis associated lung adenocarcinoma transcript 1
RF01872,MEG3_2,Maternally expressed 3 conserved region 2
RF01873,PISRT1,Polled intersex syndrome regulated transcript 1
RF01874,MIAT_exon1,Myocardial infarction associated transcript exon 1
RF01875,MIAT_exon5_1,Myocardial infarction associated transcript exon 5 conserved region 1
RF01876,MIAT_exon5_2,Myocardial infarction associated transcript exon 5 conserved region 2
RF01877,MIAT_exon5_3,Myocardial infarction associated transcript exon 5 conserved region 3
RF01879,TUSC7,Non-coding RNA LOC285194
RF01880,Xist_exon1,X-chromosome inactivation gene exon 1
RF01881,Xist_exon4,X-chromosome inactivation gene exon 4
RF01882,TUG1_1,Taurine upregulated gene 1 conserved region 1
RF01883,TUG1_2,Taurine upregulated gene 1 conserved region 2
RF01884,LINC00901,Non-coding RNA BC040587
RF01885,HSR-omega_1,Heat shock gene hsromega conserved region 1
RF01886,HSR-omega_2,Heat shock gene hsromega conserved region 2
RF01887,DLX6-AS1_1,Embryonic ventral forebrain RNA 1 conserved region 1
RF01888,DLX6-AS1_2,Embryonic ventral forebrain RNA 1 conserved region 2
RF01889,lincRNA-p21_1,LincRNA-p21 conserved region 1
RF01890,lincRNA-p21_2,LincRNA-p21 conserved region 2
RF01891,TUG1_3,Taurine upregulated gene 1 conserved region 3
RF01892,TUG1_4,Taurine upregulated gene 1 conserved region 4
RF01894,PCA3_2,Prostate cancer antigen RNA 3 conserved region 2
RF01895,mir-193,microRNA mir-193
RF01896,mir-142,microRNA mir-142
RF01897,mir-188,microRNA mir-188
RF01898,mir-363,microRNA mir-363
RF01899,mir-2241,mir-2241 microRNA precursor family
RF01900,mir-2024,microRNA mir-2024
RF01901,mir-284,mir-284 microRNA precursor family
RF01902,MIR439,microRNA MIR439
RF01903,mir-500,microRNA mir-500
RF01904,HOTAIR_1,HOTAIR conserved region 1
RF01905,HOTAIR_2,HOTAIR conserved region 2
RF01906,HOTAIR_3,HOTAIR conserved region 3
RF01909,CDKN2B-AS,CDKN2B antisense RNA 1 intronic convserved region
RF01910,mir-511,mir-511 microRNA precursor family
RF01911,MIR2118,microRNA MIR2118
RF01912,mir-2807,microRNA mir-2807
RF01913,mir-2778,microRNA mir-2778
RF01914,mir-932,microRNA mir-932
RF01915,mir-2238,microRNA mir-2238
RF01916,mir-988,microRNA mir-988
RF01917,MIR2587,microRNA MIR2587
RF01918,mir-1249,microRNA mir-1249
RF01919,mir-1419,microRNA mir-1419
RF01920,mir-764,microRNA mir-764
RF01921,mir-1296,microRNA mir-1296
RF01922,mir-654,microRNA mir-654
RF01923,mir-711,microRNA mir-711
RF01924,mir-2774,microRNA mir-2774
RF01925,MIR1428,microRNA MIR1428
RF01926,mir-981,microRNA mir-981
RF01927,MIR1222,microRNA MIR1222
RF01928,Mico1,Maternal intergenic circadian oscillating RNA 1
RF01929,bxd_1,Bithoraxoid conserved region 1
RF01930,bxd_2,Bithoraxoid conserved region 2
RF01931,bxd_3,Bithoraxoid conserved region 3
RF01932,bxd_4,Bithoraxoid conserved region 4
RF01933,bxd_5,Bithoraxoid conserved region 5
RF01934,bxd_6,Bithoraxoid conserved region 6
RF01935,bxd_7,Bithoraxoid conserved region 7
RF01936,mir-63,microRNA mir-63
RF01937,mir-2780,microRNA mir-2780
RF01938,mir-1251,microRNA mir-1251
RF01939,mir-761,microRNA mir-761
RF01940,hvt-mir-H,microRNA hvt-mir-H9
RF01941,MIR1223,microRNA MIR1223
RF01943,mir-999,microRNA mir-999
RF01944,mir-2518,microRNA mir-2518
RF01945,mir-1388,microRNA mir-1388
RF01946,KCNQ1OT1_1,KCNQ1 overlapping transcript 1 conserved region 1
RF01947,KCNQ1OT1_2,KCNQ1 overlapping transcript 1 conserved region 2
RF01948,KCNQ1OT1_3,KCNQ1 overlapping transcript 1 conserved region 3
RF01950,KCNQ1OT1_5,KCNQ1 overlapping transcript 1 conserved region 5
RF01951,SOX2OT_exon1,SOX2 overlapping transcript exon 1
RF01952,SOX2OT_exon2,SOX2 overlapping transcript exon 2
RF01953,SOX2OT_exon3,SOX2 overlapping transcript exon 3
RF01954,SOX2OT_exon4,SOX2 overlapping transcript exon 4
RF01955,NEAT1_1,Nuclear enriched abundant transcript 1 conserved region 1
RF01956,NEAT1_2,Nuclear enriched abundant transcript 1 conserved region 2
RF01957,NEAT1_3,Nuclear enriched abundant transcript 1 conserved region 3
RF01962,RMST_1,Rhabdomyosarcoma 2 associated transcript conserved region 1
RF01963,RMST_2,Rhabdomyosarcoma 2 associated transcript conserved region 2
RF01964,RMST_3,Rhabdomyosarcoma 2 associated transcript conserved region 3
RF01965,RMST_4,Rhabdomyosarcoma 2 associated transcript conserved region 4
RF01966,RMST_5,Rhabdomyosarcoma 2 associated transcript conserved region 5
RF01967,RMST_6,Rhabdomyosarcoma 2 associated transcript conserved region 6
RF01968,RMST_7,Rhabdomyosarcoma 2 associated transcript conserved region 7
RF01969,RMST_8,Rhabdomyosarcoma 2 associated transcript conserved region 8
RF01970,RMST_9,Rhabdomyosarcoma 2 associated transcript conserved region 9
RF01971,RMST_10,Rhabdomyosarcoma 2 associated transcript conserved region 10
RF01972,H19_1,H19 conserved region 1
RF01973,H19_2,H19 conserved region 2
RF01974,H19_3,H19 conserved region 3
RF01975,HOTAIRM1_1,HOX antisense intergenic RNA myeloid 1 conserved region 1
RF01976,HOTAIRM1_2,HOX antisense intergenic RNA myeloid 1 conserved region 2
RF01977,HOTAIRM1_3,HOX antisense intergenic RNA myeloid 1 conserved region 3
RF01978,HOTAIRM1_4,HOX antisense intergenic RNA myeloid 1 conserved region 4
RF01979,HOTAIRM1_5,HOX antisense intergenic RNA myeloid 1 conserved region 5
RF01981,PCGEM1,Prostate-specific transcript 1
RF01982,PYLIS_1,Pyrrolysine insertion sequence 1
RF01983,Pinc,Pregnancy induced noncoding RNA
RF01984,ZEB2_AS1_1,ZEB2 antisense RNA 1 conserved region 1
RF01985,ZEB2_AS1_2,ZEB2 antisense RNA 1 conserved region 2
RF01986,ZEB2_AS1_3,ZEB2 antisense RNA 1 conserved region 3
RF01987,ZEB2_AS1_4,ZEB2 antisense RNA 1 conserved region 4
RF01988,SECIS_2,Selenocysteine insertion sequence 2
RF01989,SECIS_3,Selenocysteine insertion sequence 3
RF01990,SECIS_4,Selenocysteine insertion sequence 4
RF01991,SECIS_5,Selenocysteine insertion sequence 5
RF01992,VIS1,Viral integration site 1
RF01996,mir-995,microRNA mir-995
RF01997,mir-969,microRNA mir-969
RF01999,group-II-D1D4-2,Group II catalytic intron D1-D4-2
RF02000,MIR1846,MIR1846 microRNA precursor family
RF02003,group-II-D1D4-4,Group II catalytic intron D1-D4-4
RF02004,group-II-D1D4-5,Group II catalytic intron D1-D4-5
RF02005,group-II-D1D4-6,Group II catalytic intron D1-D4-6
RF02006,mir-1253,microRNA mir-1253
RF02007,mir-1237,mir-1237 microRNA precursor family
RF02008,mir-621,microRNA mir-621
RF02009,mir-987,microRNA mir-987
RF02010,mir-3180,microRNA mir-3180
RF02011,mir-575,microRNA mir-575
RF02014,mir-1178,mir-1178 microRNA precursor family
RF02015,mir-1287,microRNA mir-1287
RF02016,mir-1183,microRNA mir-1183
RF02017,mir-1912,microRNA mir-1912
RF02018,mir-1207,microRNA mir-1207
RF02019,mir-1265,microRNA mir-1265
RF02020,mir-25,mir-25 microRNA precursor family
RF02021,mir-3179,microRNA mir-3179
RF02022,mir-1275,microRNA mir-1275
RF02023,mir-1208,microRNA mir-1208
RF02024,mir-1180,microRNA mir-1180
RF02025,mir-3017,microRNA mir-3017
RF02026,mir-2833,microRNA mir-2833
RF02027,MIR2907,microRNA MIR2907
RF02028,mir-1827,microRNA mir-1827
RF02029,sraA,sraA
RF02030,tp2,tp2
RF02031,tpke11,tpke11
RF02033,HEARO,HNH endonuclease-associated RNA and ORF (HEARO) RNA
RF02034,IMES-1,IMES-1 RNA motif
RF02035,IMES-2,IMES-2 RNA motif
RF02036,IMES-3,IMES-3 RNA motif
RF02037,IMES-4,IMES-4 RNA motif
RF02038,SPRY4-IT1_1,SPRY4-IT1 conserved region 1
RF02039,SPRY4-IT1_2,SPRY4-IT1 conserved region 2
RF02040,HOTTIP_1,"HOXA transcript at the distal tip, conserved region 1"
RF02041,HOTTIP_2,"HOXA transcript at the distal tip, conserved region 2"
RF02042,HOTTIP_3,"HOXA transcript at the distal tip, conserved region 3"
RF02043,HOTTIP_4,"HOXA transcript at the distal tip, conserved region 4"
RF02044,CDKN2B-AS_2,CDKN2B antisense RNA 1 convserved region 2
RF02045,CDKN2B-AS_3,CDKN2B antisense RNA 1 convserved region 3
RF02046,Sphinx_1,Sphinx_ conserved region 1
RF02047,Sphinx_2,Sphinx conserved region 2
RF02048,STnc30,Salmonella enterica conserved region STnc30
RF02049,STnc460,Salmonella enterica sRNA STnc460
RF02050,STnc470,Salmonella enterica sRNA STnc470
RF02051,STnc450,Enterobacterial sRNA STnc450
RF02052,STnc630,Enterobacterial sRNA STnc630
RF02053,STnc430,Enterobacterial sRNA STnc430
RF02054,STnc420,Salmonella enterica sRNA STnc420
RF02055,STnc380,Enterobacterial sRNA STnc380
RF02056,STnc390,Salmonella sRNA STnc390
RF02057,STnc40,Salmonella enterica sRNA STnc40
RF02058,STnc400,Gammaproteobacterial sRNA STnc400
RF02059,STnc50,Salmonella enterica sRNA STnc40
RF02060,STnc410,Enterobacterial sRNA STnc410
RF02061,mir-301,microRNA mir-301
RF02062,STnc361,Salmonella enterica sRNA STnc361
RF02063,STnc350,Salmonella enterica sRNA STnc350
RF02064,STnc370,Enterobacterial sRNA STnc370
RF02065,STnc340,Enterobacterial sRNA STnc340
RF02066,STnc320,Salmonella enterica sRNA STnc320
RF02067,STnc310,Salmonella enterica sRNA STnc310
RF02068,STnc480,Enterobacterial sRNA STnc480
RF02069,STnc70,Enterobacterial sRNA STnc70
RF02070,STnc300,Salmonella enterica sRNA STnc300
RF02071,STnc280,Salmonella enterica sRNA STnc280
RF02072,STnc590,Salmonella enterica sRNA STnc590
RF02073,STnc260,Salmonella enterica sRNA STnc260
RF02074,STnc240,Enterobacterial sRNA STnc240
RF02075,STnc230,Enterobacterial sRNA STnc230
RF02076,STnc100,Gammaproteobacterial sRNA STnc100
RF02077,STnc220,Salmonella enterica sRNA STnc220
RF02078,STnc210,Salmonella enterica sRNA STnc210
RF02079,STnc180,Enterobacterial sRNA STnc180
RF02080,STnc170,Salmonella enterica sRNA STnc170
RF02081,STnc550,Enterobacterial sRNA STnc550
RF02082,STnc540,Enterobacterial sRNA STnc540
RF02083,OrzO-P,OrzO-P RNA antitoxin family
RF02084,STnc130,Enterobacteria sRNA STnc130
RF02085,Yar_1,Yellow-achaete intergenic RNA conserved region 1
RF02086,Yar_2,Yellow-achaete intergenic RNA conserved region 2
RF02087,Yar_3,Yellow-achaete intergenic RNA conserved region 3
RF02088,STnc510,Enterobacterial sRNA STnc510
RF02089,CLRN1-AS1,CLRN1 antisense RNA 1 conserved region
RF02090,DAOA-AS1_1,DAOA antisense RNA 1 conserved region 1
RF02091,DAOA-AS1_2,DAOA antisense RNA 1 conserved region 2
RF02092,mir-2970,mir-2970 microRNA precursor
RF02093,mir-2968,mir-2968 microRNA precursor
RF02094,mir-1803,mir-1803 microRNA precursor
RF02097,mir-1662,mir-1662 microRNA precursor
RF02098,DGCR5,DiGeorge syndrome critical region gene 5 conserved region
RF02099,rivX,rivX sRNA
RF02100,tfoR,Translational regulator of tfoXVC
RF02101,HULC,Highly up-regulated in liver cancer conserved region
RF02102,DISC2,Disrupted in schizophrenia 2 conserved region
RF02103,DLEU1_1,Deleted in lymphocytic leukemia 1 conserved region 1
RF02104,DLEU1_2,Deleted in lymphocytic leukemia 1 conserved region 2
RF02105,DLEU2_1,Deleted in lymphocytic leukemia 2 conserved region 1
RF02106,DLEU2_2,Deleted in lymphocytic leukemia 2 conserved region 2
RF02107,DLEU2_3,Deleted in lymphocytic leukemia 2 conserved region 3
RF02108,DLEU2_4,Deleted in lymphocytic leukemia 2 conserved region 4
RF02109,DLEU2_5,Deleted in lymphocytic leukemia 2 conserved region 5
RF02110,DLEU2_6,Deleted in lymphocytic leukemia 2 conserved region 6
RF02111,IS009,IS009
RF02112,DLG2-AS1_1,DLG2 antisense RNA 1 conserved region 1
RF02113,DLG2-AS1_2,DLG2 antisense RNA 1 conserved region 2
RF02114,FAM13A-AS1_1,FAM13A antisense RNA 1 conserved region 1
RF02115,FAM13A-AS1_2,FAM13A antisense RNA 1 conserved region 2
RF02116,FAS-AS1,FAS antisense RNA 1 conserved region
RF02117,FMR1-AS1_1,FMR1 antisense RNA 1 conserved region 1
RF02118,FMR1-AS1_2,FMR1 antisense RNA 1 conserved region 2
RF02119,FTX_1,"FTX transcript, XIST regulator conserved region 1"
RF02120,FTX_2,"FTX transcript, XIST regulator conserved region 2"
RF02121,FTX_3,"FTX transcript, XIST regulator conserved region 3"
RF02122,FTX_5,"FTX transcript, XIST regulator conserved region 5"
RF02123,FTX_4,"FTX transcript, XIST regulator conserved region 4"
RF02124,JPX_1,"JPX transcript, XIST activator conserved region 1"
RF02125,JPX_2,"JPX transcript, XIST activator conserved region 2"
RF02126,GHRLOS,Ghrelin opposite strand RNA conserved region
RF02127,GNAS-AS1_1,GNAS antisense RNA 1 conserved region 1
RF02128,GNAS-AS1_2,GNAS antisense RNA 1 conserved region 2
RF02129,GNAS-AS1_3,GNAS antisense RNA 1 conserved region 3
RF02130,GNAS-AS1_4,GNAS antisense RNA 1 conserved region 4
RF02131,GNAS-AS1_5,GNAS antisense RNA 1 conserved region 5
RF02132,HOXB13-AS1_1,HOXB13 antisense RNA 1 conserved region 1
RF02133,HOXB13-AS1_2,HOXB13 antisense RNA 1 conserved region 2
RF02134,HTT-AS1_1,HTT antisense RNA 1 conserved region 1
RF02135,HTT-AS1_2,HTT antisense RNA 1 conserved region 2
RF02136,HTT-AS1_3,HTT antisense RNA 1 conserved region 3
RF02137,HOXA11-AS1_1,HOXA11 antisense RNA 1 conserved region 1
RF02138,HOXA11-AS1_2,HOXA11 antisense RNA 1 conserved region 2
RF02139,HOXA11-AS1_3,HOXA11 antisense RNA 1 conserved region 3
RF02140,HOXA11-AS1_4,HOXA11 antisense RNA 1 conserved region 4
RF02141,HOXA11-AS1_5,HOXA11 antisense RNA 1 conserved region 5
RF02142,HOXA11-AS1_6,HOXA11 antisense RNA 1 conserved region 6
RF02143,HYMAI,Hydatidiform mole associated and imprinted conserved region 1
RF02144,rsmX,rsmX
RF02145,MEG8_1,Maternally expressed 8 exon 1
RF02146,MEG8_2,Maternally expressed 8 exon 2
RF02147,MEG8_3,Maternally expressed 8 exon 3
RF02148,MESTIT1_1,"MEST intronic transcript 1, antisense RNA conserved region 1"
RF02149,MESTIT1_2,"MEST intronic transcript 1, antisense RNA conserved region 2"
RF02150,MESTIT1_3,"MEST intronic transcript 1, antisense RNA conserved region 3"
RF02151,MIMT1_1,MER1 repeat containing imprinted transcript 1 conserved region 1
RF02153,NBR2,Neighbour of BRCA1 gene 2 converved region
RF02154,NCRUPAR_1,"Non-protein coding RNA, upstream of F2R/PAR1 conserved region 1"
RF02155,NCRUPAR_2,"Non-protein coding RNA, upstream of F2R/PAR1 conserved region 2"
RF02156,NPPA-AS1_1,NPPA antisense RNA 1 conserved region 1
RF02157,NPPA-AS1_2,NPPA antisense RNA 1 conserved region 2
RF02158,NPPA-AS1_3,NPPA antisense RNA 1 conserved region 3
RF02159,PART1_1,Prostate androgen-regulated transcript 1 conserved region 1
RF02160,PART1_2,Prostate androgen-regulated transcript 1 conserved region 2
RF02161,PART1_3,Prostate androgen-regulated transcript 1 conserved region 3
RF02162,XIST_A_REPEAT,XIST RNA A repeat
RF02163,sR-tMet,Small nucleolar RNA sR-tMet
RF02164,PVT1_1,Pvt1 oncogene conserved region 1
RF02165,PVT1_2,Pvt1 oncogene conserved region 2
RF02166,PVT1_3,Pvt1 oncogene conserved region 3
RF02167,PVT1_4,Pvt1 oncogene conserved region 4
RF02168,PVT1_5,Pvt1 oncogene conserved region 5
RF02169,PVT1_6,Pvt1 oncogene conserved region 6
RF02170,PVT1_7,Pvt1 oncogene conserved region 7
RF02171,RFPL3-AS1_1,RFPL3 antisense RNA 1 conserved region 1
RF02172,RFPL3-AS1_2,RFPL3 antisense RNA 1 conserved region 2
RF02173,SMAD5-AS1_1,SMAD5 antisense RNA 1 conserved region 1
RF02174,SMAD5-AS1_2,SMAD5 antisense RNA 1 conserved region 2
RF02175,SMAD5-AS1_3,SMAD5 antisense RNA 1 conserved region 3
RF02176,SMAD5-AS1_4,SMAD5 antisense RNA 1 conserved region 4
RF02177,SMCR2_1,"Smith-Magenis syndrome chromosome region, candidate 2 conserved region 1"
RF02178,SMCR2_2,"Smith-Magenis syndrome chromosome region, candidate 2 conserved region 2"
RF02179,ST7-AS1_1,ST7 antisense RNA 1 conserved region 1
RF02180,ST7-AS1_2,ST7 antisense RNA 1 conserved region 2
RF02181,ST7-AS2_1,ST7 antisense RNA 2 conserved region 1
RF02182,ST7-AS2_2,ST7 antisense RNA 2 conserved region 2
RF02183,ST7-OT3_1,ST7 overlapping transcript 3 conserved region 1
RF02184,ST7-OT3_2,ST7 overlapping transcript 3 conserved region 2
RF02185,ST7-OT3_3,ST7 overlapping transcript 3 conserved region 3
RF02186,ST7-OT3_4,ST7 overlapping transcript 3 conserved region 4
RF02187,ST7-OT4_1,ST7 overlapping transcript 4 conserved region 1
RF02188,ST7-OT4_2,ST7 overlapping transcript 4 conserved region 2
RF02189,ST7-OT4_3,ST7 overlapping transcript 4 conserved region 3
RF02190,ST7-OT4_4,ST7 overlapping transcript 4 conserved region 4
RF02191,TCL6_1,T-cell leukemia/lymphoma 6 conserved region 1
RF02192,TCL6_2,T-cell leukemia/lymphoma 6 conserved region 2
RF02193,TCL6_3,T-cell leukemia/lymphoma 6 conserved region 3
RF02194,HPnc0260,Bacterial antisense RNA HPnc0260
RF02195,TP53TG1_1,TP53 target 1 conserved region 1
RF02196,TP53TG1_2,TP53 target 1 conserved region 2
RF02197,TP73-AS1,TP73 antisense RNA 1 conserved region
RF02198,TTC28-AS1_1,TTC28 antisense RNA 1 conserved region 1
RF02199,TTC28-AS1_2,TTC28 antisense RNA 1 conserved region 2
RF02200,TTC28-AS1_3,TTC28 antisense RNA 1 conserved region 3
RF02201,TTC28-AS1_4,TTC28 antisense RNA 1 conserved region 4
RF02202,UCA1,Urothelial cancer associated 1 conserved region
RF02203,WT1-AS_1,WT1 antisense RNA conserved region 1
RF02204,WT1-AS_2,WT1 antisense RNA conserved region 2
RF02205,WT1-AS_3,WT1 antisense RNA conserved region 3
RF02206,WT1-AS_4,WT1 antisense RNA conserved region 4
RF02207,WT1-AS_5,WT1 antisense RNA conserved region 5
RF02208,WT1-AS_6,WT1 antisense RNA conserved region 6
RF02209,WT1-AS_7,WT1 antisense RNA conserved region 7
RF02210,WT1-AS_8,WT1 antisense RNA conserved region 8
RF02211,ZFAT-AS1_1,ZFAT antisense RNA 1 conserved region 1
RF02212,ZFAT-AS1_2,ZFAT antisense RNA 1 conserved region 2
RF02213,ZFAT-AS1_3,ZFAT antisense RNA 1 conserved region 3
RF02214,mir-56,microRNA mir-56
RF02215,ZNFX1-AS1_1,ZNFX1 antisense RNA 1 conserved region 1
RF02216,ZNFX1-AS1_2,ZNFX1 antisense RNA 1 conserved region 2
RF02217,ZNFX1-AS1_3,ZNFX1 antisense RNA 1 conserved region 3
RF02218,ZNRD1-AS1_1,ZNRD1 antisense RNA 1 conserved region 1
RF02219,ZNRD1-AS1_2,ZNRD1 antisense RNA 1 conserved region 2
RF02220,ZNRD1-AS1_3,ZNRD1 antisense RNA 1 conserved region 3
RF02221,sRNA-Xcc1,sRNA-Xcc1
RF02222,sX2,Xanthomonas sRNA sX2
RF02223,sX4,Proteobacterial sRNA sX4
RF02224,sX5,Xanthomonadaceae sRNA sX5
RF02225,sX6,Proteobacterial sRNA sX6
RF02226,sX7,Xanthomonas sRNA sX7
RF02227,sX8,Proteobacterial sRNA sX8
RF02228,sX9,Xanthomonas sRNA sX9
RF02230,sX11,Proteobacterial sRNA sX11
RF02231,sX12,Xanthomonas sRNA sX12
RF02232,sX13,Xanthomonadaceae sRNA sX13
RF02233,sX14,Xanthomonas sRNA sX14/Xoo3
RF02234,sX15,Xanthomonadaceae sRNA sX15
RF02235,asX1,Xanthomonadaceae sRNA asX1
RF02236,asX2,Xanthomonas sRNA asX2
RF02237,asX3,Xanthomonas sRNA asX3
RF02238,asX4,Xanthomonas sRNA asX4/Xoo4
RF02239,asX6,Xanthomonas sRNA asX6
RF02240,Xoo1,Xanthomonadaceae sRNA Xoo1
RF02241,Xoo2,Xanthomonadaceae sRNA Xoo2
RF02242,Xoo5,Xanthomonadaceae sRNA Xoo5
RF02243,Xoo8,Proteobacterial sRNA Xoo8
RF02244,mir-785,microRNA mir-785
RF02245,mir-788,microRNA mir-788
RF02246,Six3os1_1,Six3os1 conserved region 1
RF02247,Six3os1_2,Six3os1 conserved region 2
RF02248,Six3os1_3,Six3os1 conserved region 3
RF02249,Six3os1_4,Six3os1 conserved region 4
RF02250,Six3os1_5,Six3os1 conserved region 5
RF02251,Six3os1_6,Six3os1 conserved region 6
RF02252,Six3os1_7,Six3os1 conserved region 7
RF02254,mir-35,microRNA mir-35
RF02255,adapt33_1,Adaptive response 33 conserved region 1
RF02256,adapt33_2,Adaptive response 33 conserved region 2
RF02257,adapt33_3,Adaptive response 33 conserved region 3
RF02258,adapt33_4,Adaptive response 33 conserved region 4
RF02259,Vax2os1_1,Vax2os1 conserved region 1
RF02260,MAT2A_A,MAT2A 3'UTR stem loop A
RF02261,MAT2A_B,MAT2A 3'UTR stem loop B
RF02262,MAT2A_C,MAT2A 3'UTR stem loop C
RF02263,MAT2A_D,MAT2A 3'UTR stem loop D
RF02264,MAT2A_E,MAT2A 3'UTR stem loop E
RF02265,MAT2A_F,MAT2A 3'UTR stem loop F
RF02266,XIST_intron,XIST 3' intron conserved motif
RF02267,Vax2os1_2,Vax2os1 conserved region 2
RF02268,MtlS,MtlS RNA
RF02269,HPnc0580,Heliobacter pylori small RNA HPnc0580
